Customer_ID,Customer_Name,Month,Dish_Ordered,Quantity_Ordered,Order_Time,Payment_Method
8165,Rajesh Gupta,December,Chicken Kosha,2,Afternoon,UPI
7578,Sunita Sen,December,Roti,4,Night,Wallet
1429,Priya Sharma,September,Chicken Kosha,3,Afternoon,Wallet
3300,Arvind Das,December,Tomato Fry,3,Afternoon,Cash
9587,Soham Bose,January,Bangda Fry (Ayala),4,Evening,Card
2274,Arvind Das,January,Omlet (Double),3,Evening,Card
9636,Rajesh Gupta,January,Egg Chilly,4,Morning,Card
9666,Rajesh Gupta,June,Butter Dhal Fry,5,Night,UPI
5646,Rajesh Gupta,November,Plain Rice,4,Night,Card
9620,Meera Iyer,January,Chicken Biryani,2,Evening,Card
2186,Anirban Roy,January,Egg Chilly,5,Morning,Wallet
6354,Soham Bose,June,Katla (Fry/Curry),5,Evening,UPI
6841,Meera Iyer,January,Egg Biryani,4,Evening,Card
6982,Rajesh Gupta,August,Chicken Fried Rice,2,Afternoon,Card
7876,Priya Sharma,December,Chilly Chicken (Half 6 Pcs),4,Evening,Wallet
8912,Rajesh Gupta,May,Palak Paneer,2,Evening,Wallet
9216,Soham Bose,May,Paneer Butter Masala,3,Morning,Cash
9384,Sunita Sen,September,Chicken Noodles,2,Morning,UPI
8683,Priya Sharma,May,Plain Rice,3,Afternoon,UPI
5384,Anirban Roy,July,Chicken Fried Rice,5,Afternoon,UPI
4286,Meera Iyer,January,Paneer Manchurian,3,Evening,Cash
7132,Sunita Sen,August,Channa Masala,1,Afternoon,Cash
6690,Meera Iyer,April,Bangda Fry (Ayala),4,Morning,Cash
1030,Soham Bose,June,Cylon/Kerala Parota,3,Morning,Cash
5525,Anirban Roy,May,Jeera Rice,4,Night,Cash
6619,Anirban Roy,July,Egg Noodles,1,Morning,Card
2177,Arvind Das,February,Parota,2,Night,Card
3158,Priya Sharma,August,Chicken Curry,1,Night,Cash
6919,Priya Sharma,September,Dhal Fry,5,Night,Wallet
2191,Anirban Roy,February,Cylon/Kerala Parota,2,Evening,Card
2315,Arvind Das,October,Omlet (Double),3,Morning,Wallet
9842,Sunita Sen,May,Chicken Masala,1,Afternoon,Wallet
2317,Anirban Roy,December,Channa Masala,3,Night,Card
6607,Soham Bose,July,Gobi Manchurian,5,Morning,Cash
1443,Rajesh Gupta,June,Egg Torka,1,Morning,Cash
4298,Anirban Roy,April,Butter Dhal Fry,5,Morning,Card
5421,Rajesh Gupta,February,Chilly Chicken (Full 12 Pcs),4,Morning,UPI
6801,Soham Bose,April,Green Peas Masala,4,Morning,Cash
5228,Meera Iyer,October,Egg Burji (2 Eggs),4,Afternoon,UPI
3355,Meera Iyer,November,Butter Dhal Fry,5,Afternoon,Wallet
9371,Soham Bose,October,Butter Chicken,1,Night,Card
1980,Anirban Roy,October,Omlet (Single),5,Afternoon,Wallet
3062,Arvind Das,January,Mutton Biryani,2,Afternoon,Cash
1238,Priya Sharma,August,Dhal Fry,5,Morning,Cash
7953,Meera Iyer,July,Roti,5,Evening,Card
7959,Anirban Roy,September,Tomato Fry,5,Night,Cash
6151,Arvind Das,June,Paneer Manchurian,5,Evening,Card
1724,Sunita Sen,November,Onion Dosa,1,Evening,UPI
2254,Meera Iyer,August,Aloo Posto,5,Night,UPI
7693,Arvind Das,October,Egg Torka,1,Morning,Card
3550,Arvind Das,November,Chicken Masala,2,Morning,UPI
3299,Sunita Sen,October,Veg Noodles,4,Night,Wallet
9669,Sunita Sen,November,Chicken Curry,4,Morning,Card
8328,Soham Bose,January,Gobi Manchurian,5,Evening,Cash
3152,Rajesh Gupta,December,Egg Burji (2 Eggs),5,Evening,Cash
5582,Rajesh Gupta,March,Palak Paneer,4,Night,Card
7937,Soham Bose,December,Chicken Curry,1,Afternoon,Cash
4129,Soham Bose,April,Ghee Rice,4,Morning,Card
2551,Rajesh Gupta,April,Chicken Kosha,5,Night,UPI
2840,Meera Iyer,April,Chicken Kosha,4,Afternoon,UPI
2313,Arvind Das,June,Aloo Mutter/Aloo Gobi,4,Morning,Card
6519,Rajesh Gupta,April,Cylon/Kerala Parota,3,Evening,Wallet
6664,Sunita Sen,January,Egg Fried Rice,5,Evening,Card
9174,Rajesh Gupta,November,Egg Burji (2 Eggs),3,Morning,Cash
2856,Soham Bose,March,Egg Masala (Single),1,Morning,Wallet
6766,Priya Sharma,September,Chicken Curry,2,Evening,UPI
6502,Sunita Sen,January,Bangda Fry (Ayala),3,Afternoon,Card
7083,Rajesh Gupta,September,Egg Noodles,5,Evening,Card
3038,Arvind Das,November,Bangda Fry (Ayala),1,Morning,Card
4816,Soham Bose,October,Butter Chicken,2,Morning,Cash
6277,Priya Sharma,July,Palak Paneer,5,Evening,UPI
4873,Arvind Das,July,Omlet (Double),1,Afternoon,Wallet
3231,Priya Sharma,December,Kabab Full (8 Pcs),3,Afternoon,Cash
8750,Rajesh Gupta,October,Chicken Fried Rice,1,Evening,Wallet
3086,Rajesh Gupta,February,Omlet (Single),1,Evening,UPI
8957,Priya Sharma,March,Egg Biryani,5,Evening,Wallet
2034,Priya Sharma,January,Chilly Chicken (Half 6 Pcs),3,Afternoon,Wallet
5487,Anirban Roy,March,Egg Masala (Double),4,Evening,UPI
1834,Arvind Das,March,Chicken Pepper Masala,2,Afternoon,UPI
8745,Anirban Roy,November,Idly (3 Pcs),1,Evening,Card
9239,Meera Iyer,June,Egg Torka,5,Morning,UPI
2244,Arvind Das,December,Chicken Biryani,3,Afternoon,Card
1199,Anirban Roy,April,Bangda Fry (Ayala),2,Afternoon,UPI
8142,Arvind Das,September,Channa Masala,1,Night,UPI
9901,Sunita Sen,August,Veg Meals,5,Morning,Wallet
7410,Anirban Roy,February,Kabab Full (8 Pcs),4,Evening,UPI
2844,Rajesh Gupta,February,Chicken Fried Rice,4,Evening,Wallet
9155,Priya Sharma,February,Parota,3,Night,Card
3353,Rajesh Gupta,April,Math Curry,3,Morning,Cash
7457,Soham Bose,April,Ghee Rice,2,Afternoon,Card
7181,Meera Iyer,July,Butter Chicken,4,Evening,UPI
7308,Arvind Das,December,Chicken Do Pyaza,3,Night,Cash
7409,Soham Bose,July,Rohu (Fry/Curry),4,Morning,Wallet
9258,Rajesh Gupta,July,Egg Burji (2 Eggs),1,Night,Wallet
3229,Rajesh Gupta,January,Chicken Masala,5,Evening,Wallet
4944,Sunita Sen,July,Butter Dhal Fry,2,Evening,Cash
6100,Rajesh Gupta,November,Paneer Manchurian,2,Morning,Card
9913,Meera Iyer,July,Egg Masala (Double),1,Night,Cash
2738,Rajesh Gupta,March,Green Peas Masala,5,Afternoon,UPI
2866,Anirban Roy,March,Veg Meals,2,Evening,UPI
7593,Arvind Das,April,Chicken Masala,3,Afternoon,Wallet
2274,Soham Bose,March,Egg Torka,2,Afternoon,Wallet
7706,Anirban Roy,January,Masala Rice,5,Afternoon,Wallet
8380,Anirban Roy,August,Butter Dhal Fry,2,Afternoon,Card
9861,Sunita Sen,October,Katla (Fry/Curry),2,Morning,Cash
3101,Rajesh Gupta,July,Set Dosa (3 Pcs),1,Evening,Cash
4260,Arvind Das,November,Chicken Masala,2,Morning,UPI
3323,Arvind Das,April,Egg Biryani,1,Evening,Wallet
1225,Sunita Sen,August,Egg Burji (2 Eggs),5,Night,Cash
1183,Arvind Das,February,Mutton Masala (Kosha/Fry/Kadai),2,Afternoon,Cash
6550,Meera Iyer,March,Plain Dosa (2 Pcs),5,Evening,UPI
5456,Rajesh Gupta,March,Chicken Do Pyaza,2,Afternoon,Wallet
1631,Anirban Roy,March,Veg Meals,4,Night,UPI
4213,Soham Bose,April,Idly (3 Pcs),1,Night,Cash
9602,Soham Bose,April,Paneer Butter Masala,3,Night,Cash
5679,Sunita Sen,January,Cylon/Kerala Parota,2,Night,UPI
9271,Anirban Roy,June,Gobi Manchurian,1,Morning,Wallet
3845,Soham Bose,August,Egg Fried Rice,4,Night,Wallet
8893,Soham Bose,September,Kashmiri Aloo Dum,2,Morning,Cash
8276,Soham Bose,December,Chicken Pepper Masala,1,Night,UPI
6602,Sunita Sen,December,Egg Chilly,2,Evening,Cash
5619,Anirban Roy,September,Egg Biryani,4,Morning,Cash
6444,Meera Iyer,September,Chicken Masala,1,Night,Wallet
7509,Sunita Sen,October,Aloo Mutter/Aloo Gobi,1,Afternoon,Cash
7386,Rajesh Gupta,March,Egg Fried Rice,5,Afternoon,UPI
7385,Rajesh Gupta,July,Butter Chicken,1,Evening,Wallet
8702,Sunita Sen,March,Mutton Masala (Kosha/Fry/Kadai),1,Morning,UPI
4285,Anirban Roy,August,Rohu (Fry/Curry),2,Evening,Wallet
4253,Rajesh Gupta,May,Chicken Pepper Masala,2,Evening,Card
1151,Priya Sharma,January,Kashmiri Aloo Dum,3,Morning,UPI
9474,Rajesh Gupta,April,Chicken Do Pyaza,1,Afternoon,Card
6625,Meera Iyer,May,Poori Bajji (3 Pcs),2,Morning,Wallet
4493,Meera Iyer,December,Kashmiri Aloo Dum,2,Evening,Card
3159,Arvind Das,January,Palak Paneer,2,Evening,Wallet
9652,Sunita Sen,January,Dhal Fry,4,Night,UPI
1984,Anirban Roy,February,Mutton Biryani,2,Evening,Cash
8566,Meera Iyer,March,Plain Dosa (2 Pcs),4,Morning,Cash
4850,Sunita Sen,October,Paneer Manchurian,1,Morning,Cash
4201,Meera Iyer,March,Egg Masala (Single),4,Evening,Card
2340,Sunita Sen,December,Mutton Biryani,1,Night,Cash
8922,Rajesh Gupta,September,Cylon/Kerala Parota,3,Morning,Cash
3893,Anirban Roy,January,Chicken Masala,3,Morning,Cash
9239,Anirban Roy,July,Egg Fried Rice,1,Evening,Card
2393,Arvind Das,June,Gobi Manchurian,1,Afternoon,Cash
9222,Soham Bose,September,Veg Fried Rice,3,Night,Wallet
3581,Priya Sharma,December,Omlet (Double),2,Evening,UPI
7659,Rajesh Gupta,May,Veg Fried Rice,1,Night,Card
9920,Rajesh Gupta,August,Chicken Do Pyaza,4,Morning,Wallet
1145,Soham Bose,November,Idly (3 Pcs),4,Afternoon,UPI
8788,Rajesh Gupta,August,Omlet (Double),5,Morning,UPI
5004,Anirban Roy,July,Onion Dosa,5,Morning,Cash
1890,Meera Iyer,October,Gobi Manchurian,1,Afternoon,Card
6951,Soham Bose,April,Paneer Manchurian,2,Night,Wallet
6911,Sunita Sen,December,Chicken Pepper Masala,1,Evening,Card
5469,Meera Iyer,May,Chicken Pepper Masala,3,Afternoon,Wallet
1173,Sunita Sen,December,Egg Biryani,4,Morning,Card
7476,Arvind Das,April,Chicken Biryani,2,Evening,Cash
4372,Rajesh Gupta,May,Chicken Fried Rice,4,Afternoon,Card
4981,Sunita Sen,June,Palak Paneer,1,Morning,Card
4615,Priya Sharma,April,Green Peas Masala,1,Night,Cash
1565,Arvind Das,March,Chicken Curry,3,Night,Wallet
3525,Sunita Sen,November,Kabab Full (8 Pcs),1,Night,Wallet
3732,Sunita Sen,June,Roti,1,Evening,Cash
9426,Arvind Das,December,Butter Chicken,1,Night,UPI
6679,Rajesh Gupta,December,Egg Masala (Double),4,Evening,Cash
7395,Sunita Sen,December,Egg Torka,2,Evening,UPI
7346,Arvind Das,August,Paneer Manchurian,1,Night,UPI
3925,Priya Sharma,February,Masala Rice,2,Morning,Wallet
7016,Meera Iyer,December,Egg Chilly,3,Evening,Wallet
6016,Rajesh Gupta,February,Mutter Paneer,1,Evening,Cash
6774,Rajesh Gupta,February,Paneer Chilly,4,Morning,Wallet
8071,Meera Iyer,November,Palak Paneer,1,Morning,UPI
6576,Sunita Sen,May,Chilly Chicken (Full 12 Pcs),2,Afternoon,Wallet
7446,Arvind Das,June,Butter Chicken,4,Evening,Card
5945,Anirban Roy,February,Parota,3,Afternoon,UPI
9208,Soham Bose,July,Egg Fried Rice,4,Night,Wallet
7907,Meera Iyer,February,Veg Meals,2,Afternoon,UPI
9583,Soham Bose,February,Math Curry,4,Afternoon,Card
4007,Sunita Sen,September,Bangda Fry (Ayala),5,Night,Wallet
5480,Arvind Das,January,Aloo Mutter/Aloo Gobi,4,Evening,Cash
5448,Arvind Das,June,Egg Burji (2 Eggs),3,Afternoon,Cash
3933,Meera Iyer,August,Parota,1,Night,Wallet
9096,Meera Iyer,October,Egg Burji (2 Eggs),2,Morning,UPI
4063,Priya Sharma,September,Egg Masala (Single),3,Morning,Card
1846,Priya Sharma,February,Chicken Curry,1,Afternoon,Cash
6701,Priya Sharma,October,Veg Noodles,4,Night,Cash
4569,Sunita Sen,March,Mutter Paneer,4,Afternoon,UPI
2591,Rajesh Gupta,March,Omlet (Double),3,Evening,Card
8461,Soham Bose,May,Mutter Paneer,4,Evening,Cash
1301,Sunita Sen,February,Rohu (Fry/Curry),5,Morning,Cash
2543,Anirban Roy,May,Chicken Biryani,4,Evening,Card
3612,Meera Iyer,January,Ghee Rice,1,Evening,Card
6264,Soham Bose,February,Chicken Biryani,5,Morning,Card
9746,Rajesh Gupta,January,Math Curry,2,Evening,Wallet
4421,Sunita Sen,May,Egg Torka,4,Morning,Card
1407,Meera Iyer,February,Chilly Chicken (Full 12 Pcs),4,Morning,Cash
7269,Arvind Das,July,Paneer Butter Masala,3,Morning,Card
1870,Priya Sharma,December,Poori Bajji (3 Pcs),3,Afternoon,Wallet
3105,Anirban Roy,November,Veg Noodles,3,Evening,Wallet
4287,Sunita Sen,March,Idly (3 Pcs),4,Afternoon,Card
8992,Rajesh Gupta,March,Veg Meals,4,Night,UPI
4388,Rajesh Gupta,May,Set Dosa (3 Pcs),3,Morning,Cash
1084,Priya Sharma,June,Jeera Rice,3,Afternoon,UPI
6035,Priya Sharma,May,Veg Meals,4,Afternoon,Card
2364,Priya Sharma,March,Kabab Half (4 Pcs),2,Afternoon,Card
5354,Meera Iyer,October,Dhal Fry,3,Morning,Card
1684,Arvind Das,July,Ghee Rice,3,Morning,UPI
2887,Sunita Sen,June,Roti,3,Morning,UPI
4307,Priya Sharma,January,Chilly Chicken (Half 6 Pcs),3,Evening,Card
7321,Meera Iyer,April,Chicken Do Pyaza,1,Night,Card
7032,Priya Sharma,October,Chicken Biryani,5,Evening,UPI
4354,Rajesh Gupta,October,Veg Meals,5,Night,UPI
4319,Arvind Das,May,Chilly Chicken (Half 6 Pcs),5,Afternoon,Wallet
1099,Rajesh Gupta,April,Chicken Masala,2,Evening,UPI
5056,Sunita Sen,March,Egg Noodles,1,Night,Card
1504,Sunita Sen,February,Egg Masala (Single),5,Evening,Wallet
2683,Priya Sharma,April,Plain Dosa (2 Pcs),2,Night,UPI
6583,Rajesh Gupta,July,Chilly Chicken (Full 12 Pcs),2,Night,Card
8549,Soham Bose,January,Tomato Fry,3,Morning,Wallet
3249,Soham Bose,October,Masala Rice,1,Evening,Card
5282,Anirban Roy,June,Gobi Manchurian,2,Night,Card
6144,Arvind Das,November,Chicken Fry,5,Afternoon,Wallet
1342,Arvind Das,June,Veg Meals,1,Afternoon,Wallet
5432,Priya Sharma,January,Egg Biryani,4,Night,Wallet
4607,Rajesh Gupta,October,Channa Masala,4,Night,Cash
9767,Sunita Sen,November,Channa Masala,5,Night,Card
1005,Priya Sharma,June,Paneer Manchurian,5,Night,Card
5144,Meera Iyer,December,Palak Paneer,4,Morning,Card
7218,Anirban Roy,June,Plain Rice,3,Night,UPI
8847,Sunita Sen,July,Egg Masala (Double),5,Evening,Card
9121,Priya Sharma,June,Paneer Chilly,1,Night,UPI
5012,Soham Bose,June,Idly (3 Pcs),5,Evening,Cash
7091,Sunita Sen,December,Green Peas Masala,2,Night,UPI
2839,Meera Iyer,December,Jeera Rice,3,Night,UPI
5588,Meera Iyer,December,Aloo Mutter/Aloo Gobi,2,Afternoon,Card
2312,Anirban Roy,July,Parota,5,Morning,Cash
1623,Rajesh Gupta,February,Tomato Fry,4,Evening,Cash
9125,Rajesh Gupta,February,Masala Dosa,3,Night,Card
3453,Soham Bose,April,Kabab Half (4 Pcs),1,Evening,UPI
8178,Arvind Das,October,Kabab Half (4 Pcs),4,Afternoon,Card
3075,Priya Sharma,October,Aloo Mutter/Aloo Gobi,2,Afternoon,Card
7395,Anirban Roy,May,Set Dosa (3 Pcs),2,Night,Cash
4968,Arvind Das,April,Aloo Posto,5,Evening,Cash
2882,Rajesh Gupta,December,Omlet (Double),2,Night,Wallet
7994,Sunita Sen,February,Onion Dosa,2,Night,UPI
6831,Rajesh Gupta,June,Egg Noodles,3,Morning,Cash
1212,Arvind Das,May,Idly (3 Pcs),4,Morning,UPI
3596,Soham Bose,February,Math Curry,1,Night,UPI
8484,Soham Bose,December,Aloo Mutter/Aloo Gobi,4,Morning,Card
1361,Priya Sharma,September,Chicken Fried Rice,5,Afternoon,Wallet
9865,Meera Iyer,March,Egg Chilly,5,Morning,Card
8663,Priya Sharma,December,Tomato Fry,2,Evening,UPI
2668,Arvind Das,February,Onion Dosa,3,Night,Wallet
9320,Rajesh Gupta,March,Paneer Chilly,1,Evening,Wallet
3040,Priya Sharma,September,Egg Masala (Single),4,Night,Wallet
4803,Anirban Roy,April,Mutter Paneer,3,Afternoon,Card
4814,Priya Sharma,December,Math Curry,3,Morning,UPI
4993,Sunita Sen,November,Veg Fried Rice,1,Afternoon,UPI
8274,Rajesh Gupta,September,Kashmiri Aloo Dum,3,Evening,Wallet
5751,Anirban Roy,March,Kabab Half (4 Pcs),5,Morning,UPI
4239,Priya Sharma,October,Ghee Rice,4,Afternoon,UPI
2359,Arvind Das,February,Chicken Noodles,3,Evening,Wallet
6877,Arvind Das,December,Katla (Fry/Curry),1,Evening,Cash
1220,Arvind Das,October,Egg Fried Rice,5,Morning,Wallet
3608,Priya Sharma,June,Tomato Fry,3,Night,Wallet
9773,Rajesh Gupta,May,Aloo Mutter/Aloo Gobi,2,Night,UPI
5734,Soham Bose,August,Paneer Manchurian,1,Morning,Card
5918,Sunita Sen,March,Green Peas Masala,2,Evening,Card
8443,Priya Sharma,January,Katla (Fry/Curry),2,Afternoon,Cash
4901,Arvind Das,March,Butter Chicken,4,Night,Wallet
4893,Arvind Das,February,Plain Dosa (2 Pcs),1,Evening,UPI
4470,Meera Iyer,May,Bangda Fry (Ayala),4,Night,UPI
9080,Meera Iyer,January,Chicken Biryani,4,Afternoon,UPI
8187,Meera Iyer,May,Chicken Masala,5,Afternoon,Card
1406,Meera Iyer,January,Butter Dhal Fry,2,Morning,UPI
9102,Sunita Sen,May,Mutton Masala (Kosha/Fry/Kadai),3,Afternoon,Cash
7426,Anirban Roy,May,Butter Chicken,1,Night,Card
4843,Anirban Roy,December,Egg Chilly,2,Afternoon,UPI
3034,Anirban Roy,February,Egg Masala (Single),3,Evening,Card
7654,Anirban Roy,May,Tomato Fry,5,Morning,Card
8855,Meera Iyer,April,Gobi Manchurian,4,Morning,Card
6025,Soham Bose,June,Egg Burji (2 Eggs),3,Night,UPI
1721,Soham Bose,November,Omlet (Single),2,Night,UPI
9052,Anirban Roy,October,Plain Dosa (2 Pcs),4,Evening,Card
4567,Meera Iyer,January,Egg Torka,1,Morning,Wallet
8134,Sunita Sen,August,Egg Biryani,1,Night,Wallet
1332,Sunita Sen,March,Aloo Mutter/Aloo Gobi,3,Afternoon,UPI
1389,Rajesh Gupta,February,Kabab Half (4 Pcs),1,Afternoon,Wallet
5990,Sunita Sen,August,Onion Dosa,2,Afternoon,UPI
5063,Anirban Roy,February,Math Curry,2,Night,Cash
3588,Meera Iyer,February,Bangda Fry (Ayala),5,Night,Card
8790,Rajesh Gupta,February,Poori Bajji (3 Pcs),2,Morning,Card
6127,Rajesh Gupta,February,Egg Noodles,2,Afternoon,Card
5124,Priya Sharma,May,Butter Dhal Fry,5,Night,Wallet
1585,Priya Sharma,March,Ghee Rice,2,Night,UPI
4500,Rajesh Gupta,June,Paneer Manchurian,3,Night,Cash
6143,Arvind Das,January,Channa Masala,4,Evening,UPI
8614,Rajesh Gupta,January,Paneer Butter Masala,2,Night,Cash
8850,Arvind Das,March,Roti,3,Night,Card
9980,Priya Sharma,July,Butter Dhal Fry,3,Afternoon,Cash
6156,Sunita Sen,January,Egg Fried Rice,1,Afternoon,Wallet
2944,Anirban Roy,April,Butter Dhal Fry,5,Evening,Wallet
7636,Arvind Das,August,Chicken Do Pyaza,2,Morning,Card
6491,Anirban Roy,August,Cylon/Kerala Parota,2,Afternoon,Wallet
4033,Arvind Das,March,Omlet (Single),2,Morning,Card
8375,Soham Bose,June,Chicken Biryani,4,Morning,Card
4486,Anirban Roy,May,Veg Noodles,1,Evening,Wallet
1907,Soham Bose,October,Mutter Paneer,5,Morning,UPI
6811,Sunita Sen,May,Chicken Kosha,3,Morning,Card
9942,Rajesh Gupta,July,Butter Dhal Fry,5,Evening,Cash
7011,Sunita Sen,March,Paneer Chilly,2,Evening,Wallet
6322,Sunita Sen,April,Tomato Fry,2,Evening,Card
8990,Soham Bose,December,Egg Biryani,2,Night,Card
8799,Soham Bose,October,Chilly Chicken (Full 12 Pcs),1,Evening,Cash
7978,Anirban Roy,November,Aloo Mutter/Aloo Gobi,2,Morning,Wallet
2890,Soham Bose,June,Jeera Rice,1,Morning,UPI
9039,Arvind Das,July,Egg Noodles,3,Afternoon,Card
4787,Anirban Roy,January,Veg Meals,1,Afternoon,Card
5711,Arvind Das,July,Masala Rice,2,Morning,Card
3511,Soham Bose,February,Chilly Chicken (Full 12 Pcs),4,Night,Card
6429,Anirban Roy,March,Poori Bajji (3 Pcs),1,Morning,Wallet
3610,Priya Sharma,August,Roti,4,Evening,Card
2863,Sunita Sen,May,Parota,5,Morning,Cash
1361,Meera Iyer,August,Bangda Fry (Ayala),2,Night,Wallet
6923,Arvind Das,February,Chicken Kosha,4,Evening,Wallet
7283,Rajesh Gupta,June,Mutter Paneer,4,Evening,UPI
2585,Rajesh Gupta,November,Egg Masala (Single),4,Evening,Cash
4367,Soham Bose,July,Ghee Rice,5,Night,Card
5487,Rajesh Gupta,December,Green Peas Masala,5,Evening,UPI
1510,Rajesh Gupta,March,Chilly Chicken (Full 12 Pcs),4,Night,Cash
1608,Meera Iyer,January,Gobi Manchurian,5,Morning,UPI
1523,Anirban Roy,May,Egg Masala (Double),3,Afternoon,Wallet
9596,Soham Bose,April,Chilly Chicken (Half 6 Pcs),4,Evening,Cash
7064,Soham Bose,April,Egg Masala (Double),5,Morning,UPI
2094,Meera Iyer,July,Rohu (Fry/Curry),1,Night,Cash
9785,Priya Sharma,November,Cylon/Kerala Parota,5,Afternoon,Cash
9852,Rajesh Gupta,January,Kashmiri Aloo Dum,5,Evening,Cash
5168,Soham Bose,September,Masala Dosa,3,Evening,Wallet
4438,Rajesh Gupta,December,Chicken Fried Rice,4,Evening,UPI
4482,Arvind Das,January,Aloo Mutter/Aloo Gobi,1,Morning,Card
5328,Rajesh Gupta,November,Dhal Fry,4,Night,Wallet
2510,Meera Iyer,July,Channa Masala,1,Morning,UPI
2886,Sunita Sen,June,Chicken Fry,1,Morning,Card
8091,Priya Sharma,August,Tomato Fry,1,Afternoon,Cash
8433,Arvind Das,October,Paneer Manchurian,5,Evening,UPI
9135,Arvind Das,February,Chicken Masala,4,Evening,UPI
8288,Sunita Sen,August,Cylon/Kerala Parota,4,Afternoon,Wallet
6062,Rajesh Gupta,November,Aloo Mutter/Aloo Gobi,2,Evening,UPI
3232,Sunita Sen,February,Chicken Pepper Masala,3,Night,Cash
6751,Soham Bose,July,Veg Meals,4,Night,Wallet
6874,Arvind Das,April,Veg Fried Rice,5,Evening,UPI
4521,Meera Iyer,November,Egg Burji (2 Eggs),5,Morning,Cash
6614,Arvind Das,June,Mutton Masala (Kosha/Fry/Kadai),3,Morning,Card
6239,Anirban Roy,March,Plain Dosa (2 Pcs),1,Afternoon,Wallet
9765,Anirban Roy,July,Butter Dhal Fry,4,Morning,Cash
9048,Rajesh Gupta,February,Chicken Fried Rice,4,Afternoon,UPI
2699,Soham Bose,June,Veg Meals,2,Night,Cash
5416,Meera Iyer,February,Chicken Kosha,1,Night,Wallet
6649,Meera Iyer,November,Plain Dosa (2 Pcs),4,Afternoon,Wallet
7382,Meera Iyer,March,Chicken Fried Rice,2,Evening,Wallet
9814,Rajesh Gupta,April,Egg Fried Rice,3,Night,Card
6472,Soham Bose,May,Egg Torka,5,Evening,Cash
5063,Anirban Roy,September,Channa Masala,3,Morning,Card
8998,Arvind Das,October,Egg Torka,1,Evening,Cash
8645,Sunita Sen,January,Math Curry,2,Afternoon,UPI
4626,Sunita Sen,November,Chicken Kosha,3,Afternoon,Cash
4698,Arvind Das,January,Chicken Pepper Masala,4,Afternoon,UPI
7576,Sunita Sen,August,Chilly Chicken (Full 12 Pcs),3,Morning,Wallet
9168,Anirban Roy,November,Plain Dosa (2 Pcs),2,Morning,Cash
7777,Sunita Sen,October,Gobi Manchurian,1,Afternoon,Cash
9778,Rajesh Gupta,May,Chilly Chicken (Half 6 Pcs),3,Afternoon,Card
3432,Arvind Das,August,Kabab Full (8 Pcs),5,Evening,UPI
8566,Arvind Das,July,Chicken Kosha,4,Afternoon,Cash
6440,Meera Iyer,September,Paneer Butter Masala,5,Afternoon,Card
9550,Arvind Das,October,Rohu (Fry/Curry),5,Afternoon,Card
6290,Arvind Das,October,Onion Dosa,3,Night,Cash
5195,Soham Bose,February,Chicken Fried Rice,3,Morning,Wallet
1915,Anirban Roy,October,Mutton Masala (Kosha/Fry/Kadai),2,Morning,Wallet
9250,Meera Iyer,May,Jeera Rice,3,Afternoon,Wallet
7437,Rajesh Gupta,October,Poori Bajji (3 Pcs),2,Morning,Wallet
3267,Meera Iyer,August,Egg Noodles,5,Night,UPI
6992,Rajesh Gupta,July,Chicken Pepper Masala,4,Morning,Cash
9980,Anirban Roy,April,Plain Dosa (2 Pcs),3,Afternoon,UPI
7535,Sunita Sen,August,Kabab Half (4 Pcs),3,Afternoon,Card
4322,Rajesh Gupta,October,Green Peas Masala,3,Night,UPI
3387,Sunita Sen,December,Kabab Half (4 Pcs),2,Night,Wallet
2092,Priya Sharma,December,Veg Noodles,2,Evening,Cash
7776,Rajesh Gupta,January,Egg Masala (Double),5,Evening,Wallet
5378,Sunita Sen,July,Chicken Curry,3,Night,UPI
7928,Anirban Roy,December,Egg Burji (2 Eggs),3,Night,Cash
6743,Anirban Roy,June,Chicken Biryani,1,Night,Card
4687,Meera Iyer,October,Bangda Fry (Ayala),2,Morning,Cash
5817,Soham Bose,September,Egg Burji (2 Eggs),4,Night,Card
9714,Anirban Roy,June,Bangda Fry (Ayala),4,Night,Wallet
2103,Soham Bose,March,Cylon/Kerala Parota,4,Morning,Wallet
5094,Anirban Roy,February,Parota,1,Night,UPI
6111,Arvind Das,February,Omlet (Double),5,Morning,Wallet
8296,Rajesh Gupta,December,Egg Masala (Single),3,Evening,Card
7452,Rajesh Gupta,August,Parota,4,Evening,Card
9318,Soham Bose,September,Egg Masala (Single),3,Evening,Card
8885,Anirban Roy,April,Paneer Chilly,1,Night,UPI
7002,Priya Sharma,February,Veg Noodles,2,Night,UPI
1966,Anirban Roy,January,Poori Bajji (3 Pcs),2,Night,Cash
9885,Arvind Das,January,Chicken Biryani,4,Evening,UPI
4867,Arvind Das,September,Chicken Fried Rice,3,Morning,Cash
1435,Rajesh Gupta,March,Gobi Manchurian,3,Afternoon,Cash
7614,Sunita Sen,April,Chilly Chicken (Full 12 Pcs),4,Evening,UPI
3672,Priya Sharma,December,Math Curry,1,Afternoon,Cash
1926,Meera Iyer,November,Katla (Fry/Curry),1,Night,UPI
3527,Soham Bose,January,Katla (Fry/Curry),5,Afternoon,UPI
5467,Arvind Das,April,Chicken Kosha,2,Night,UPI
1848,Soham Bose,May,Parota,1,Morning,Card
5767,Priya Sharma,March,Egg Biryani,3,Afternoon,UPI
2816,Priya Sharma,November,Egg Torka,5,Evening,UPI
3003,Priya Sharma,April,Veg Meals,5,Night,Cash
